topic_id,global_top_words,n_docs_total,first_month,last_month,n_months_active,n_subcluster_hits
114,"uka, mr luzhkov, luzhkov, amenas, belmokhtar, pfc manning, ms tymoshenko, aqim, mr lukashenko, mr khodorkovsky, mr karim, domodedovo, lovelady, tymoshenko, mr assange",312,2000-05,2013-01,11,11
115,"mr ovitz, ovitz, messrs disney, mr disney, snl kagan, mr lasseter, disney gold, mr seacrest, ms hennessy, terrestar, lorre, dauman said, starz, georgetown del, mr litvack",3249,2000-05,2013-09,88,89
116,"wpp stock, bleustein blanchet, badinter, negotiations wpp, deal wpp, blanchet, young rubicam, rubicam, bleustein, individual close, wpp according, thomas bell, media edge, wpp american, fallon mcelligott",16,2000-05,2000-05,1,1
117,"canel, díaz canel, paya, ftaa, raúl castro, jara, arche, dr butler, ms vidal, president raúl, cuban people, nisman, mr nisman, cuba list, havana washington",358,2000-05,2021-07,15,15
118,"lescure, mr lescure, mr messier, vivendi environment, fourtou, mr fourtou, dehecq, telepiu, mr dehecq, hannezo, bronfmans, media utility, mr bebear, vivendi new, french directors",352,2000-06,2004-04,14,14
119,"mr roh, stolt, sinuiju, dae jung, kim dae, pntr, sunshine policy, roh, jung sunshine, il government, nmd, dae, yongbyon, daesong, herbold",881,2000-06,2015-03,33,33
120,"red baron, elderhostel, hanneman, mr niemeyer, mr sopko, ms hadid, prettyman, lanai, kundig, greengard, turrell, carnarvon, mr balazs, airstream, clarissa",414,2000-06,2019-07,17,17
121,"toysmart, steadier measure, claims proxy, fiddelke, proxy layoffs, curtin survey, fiore said, poloz, mr herkert, mr fiore, economist amherst, mr poloz, weinsteins, herkert, valuation capital",1774,2000-06,2021-07,57,68
122,"nozoe, hokuetsu, ircj, mr shirakawa, azumi, akito, mr azumi, akito fukunaga, jgb, gov masaaki, jgbs, shirakawa said, dpj, azumi said, mr noda",5613,2000-07,2020-08,144,186
123,"bone meal, kuenast, bio rad, starlink, duis, starlink corn, snow brand, prions, meat bone, cow crisis, cjd, cases bse, jakob disease, scrapie, brain wasting",221,2000-07,2019-01,8,8
124,"wachovia board, seritage, marble ridge, mr marron, captec, mytheresa, bid wachovia, mattress firm, sears bankruptcy, union wachovia, dr soon, mr lampert, new sears, judge strine, ms tilton",1174,2000-07,2020-06,36,44
125,"nortel corning, optical parts, sdl, alteon, optical components, jds, bookham, nortel optical, kedersha, corning deal, tek, optic components, nortel president, nortel, nortel lucent",15,2000-07,2000-07,1,1
126,"manesar, etios, hero motocorp, motocorp, wheeler maker, kaizaki, maruti, tvs motor, suzuki india, unit suzuki, maruti suzuki, hero honda, kirloskar, tread separation, delhi maruti",858,2000-08,2013-03,29,32
127,"floodway, lipa, coast live, mr lhota, sandy happened, pg edison, distributed generation, nycha, mr carrión, 29 storm, rtos, city commute, lhota, hurricanes tropical, mr kelling",1394,2000-08,2019-01,34,36
128,"mr youngkin, ms tanden, mr linick, linick, youngkin, mulcaire, dowler, pagliano, myler, raffensperger, leveson, tanden, world editor, milly dowler, mr crone",1870,2000-08,2021-12,57,58
129,"waxman markey, mr blakeslee, endangerment finding, skirball, cuadrilla, uscap, warming emissions, intriago, hurricane florence, mountaintop mining, fort mcmurray, track area, notley, administrator lisa, gold king",2953,2000-08,2021-12,82,89
130,"mr haffa, haffa, saikawa, mr saikawa, xinmao, em tv, draka, gevrey, pélata, quinsa, mr ghosn, castorama, rochette, mr holtrop, saikawa said",490,2000-08,2018-12,15,16
131,"samaranch, potro, del potro, kinzler, iqaluit, entine, usada, mr clapp, lochte, federer, g4s, sydney games, alessandri, ioc, kookaburra",272,2000-09,2013-02,9,9
132,"mr morsi, mr abdulmutallab, maj hasan, noordin, pro gadhafi, ajdabiya, mr samak, cambone, opcw, mr kostunica, col gadhafi, council armed, shafiq, mr blix, mr arafat",7415,2000-09,2014-10,117,177
133,"mr shahzad, mr zazi, zazi, mr breivik, mr megrahi, shahzad, cromitie, mr abdulmutallab, megrahi, mr ghailani, ms larose, polanski, breivik, ivins, ghailani",767,2000-09,2012-04,19,21
134,"ms druyun, druyun, mr stonecipher, depleted uranium, sbirs, presevo, mr sears, nmd, stonecipher, abm treaty, national missile, stonecipher said, 7e7, darleen druyun, darleen",334,2000-09,2005-03,11,14
135,"singson, mr estrada, kaisa, ilocos, bakries, bumi plc, pro estrada, bakrie group, velarde, ms arroyo, cainiao, erap, didi kuaidi, kaisa said, estrada supporters",1069,2000-10,2017-07,39,39
136,"csce, peanut corp, aqsiq, infected cow, auriongold, futures cancel, cocoa exchange, cancel previous, preplaced purchase, speculative commodity, canadian beef, ann prendergast, sick cow, soft wheat, victor lespinasse",983,2000-10,2012-11,40,40
137,"org mckinsey, leanin, leanin org, mr beales, ms hobart, mr davidge, davidge, goguen, multiverse, mrs wright, north lawndale, mckinsey leanin, right ear, chatbots, low tar",427,2000-10,2021-11,18,18
138,"appointment brings, mr cantalupo, officer provider, brings board, mr mandl, mr loose, cantalupo, mr cotsakos, services succeeds, gemplus, ms fudge, mr heekin, mr mansueto, appointment increases, 42 named",1700,2000-12,2007-10,33,33
139,"perchlorate, tongass, elsam, mr vollmer, aerojet, topcon, perc, yugansk, mr gover, baiji, premcor, vollmer, cosl, hfc 23, ppb",1276,2000-12,2014-06,42,42
140,"harbor school, ms byrd, sparknotes, newdow, fsu, sat ii, arming america, park51, cardinal ratzinger, feisal abdul, abdul rauf, mr neas, ms bridges, lsat, rauf",2048,2000-12,2018-03,48,53
141,"mr jeffords, boehner plan, jeffords, bowles simpson, jacoboni, mr jacoboni, rossotti, budget conference, ryan budget, mr pawlenty, fiscal commission, medicare surplus, mr breaux, mr camp, tigta",3508,2000-12,2016-08,64,81
142,"bonlat, mr tonna, nasdaq ice, mr tanzi, tonna, zini, mr colaninno, montedison, parmatour, mr laplanche, tanzi, laplanche, bodek, cirio, ice nasdaq",2863,2000-12,2020-02,77,83
143,"mr gokongwei, gokongwei, cao singapore, nontradable shares, prachai, link reit, mr prachai, sinopec engineering, nontradable, qdii, pboc, mr pangilinan, shui land, yingde, pldt",5020,2000-12,2017-03,99,111
144,"crop tour, cop26, opec plus, global gauge, bushels acre, cocoa delivery, ørsted, cutrale, precision planting, pro farmer, juice delivery, farmland values, unica said, cotton delivery, guar",3962,2001-01,2021-11,100,103
145,"portability rules, zire, gorshkov, number portability, asn, answered mossberg, select answered, ab inbev, mr carmack, send select, wireless number, mr hamidi, wherify, tele ring, mailbox just",1770,2001-01,2016-06,38,44
146,"gruttadauria, mr chauvin, mr rittenhouse, mr faneuil, arbery, dr waksal, mr bacanovic, mr belnick, mr keker, chauvin, belnick, bacanovic, prue, faneuil, sicknick",2903,2001-01,2021-12,61,77
147,"mr rouhani, free syrian, ennahda, mr zarif, syrian army, mortazavi, p5, zarif, alawite, tlass, irisl, rouhani, coordination committees, hasan rouhani, baba amr",2464,2001-01,2016-08,72,77
148,"ecevit, ucweb, disinflation program, 000 lira, float lira, mr reinfeldt, bulent ecevit, president ahmet, mr ecevit, sezer, ahmet necdet, necdet sezer, reinfeldt, onetouch, minister bulent",199,2001-02,2014-12,11,11
149,"em tv, quibi, haffa, mr haffa, mr lores, mr blevins, lores, mr krishna, kirch, tchibo, mr kirch, hybrid cloud, erb, mr ecclestone, kirch group",933,2001-02,2021-10,29,29
150,"hp enterprise, hq2, venntel, micro focus, depauw, iob, demandware, wsjdlive, hollar, hpe, tiktok, appdynamics, adblock plus, ms zhong, crystal city",1063,2001-03,2020-07,32,32
151,"mr jassy, kammerer, jassy, higashi, vierra, machell, mr pinedo, iits, mr senk, ms handler, florsheim, chat email, mr saligram, lowther, saligram",446,2001-03,2021-07,15,15
152,"mr bonsignore, mr guindos, bankia, mr bossidy, cajasur, mr rajoy, guindos, bonsignore, cospedal, mr mattarella, frob, guindos said, fernández ordóñez, spanish treasury, sareb",1698,2001-04,2018-10,53,57
153,"gov palin, superdelegates, mr huckabee, mr bustamante, sen obama, rev wright, pledged delegates, solis doyle, mr torricelli, mrs palin, sen clinton, cruz bustamante, mr wellstone, rezko, delegates sen",3413,2001-04,2016-03,54,73
154,"flooz, teligent, beenz, mr mandl, excite home, covad, promethean, phenix, mr phanstiel, mandl, winstar, phanstiel, metricom, jass, infonet",75,2001-04,2001-10,3,3
155,"covers main, main talking, efsf, mr papandreou, mr sócrates, singapore hot, papaconstantinou, baskin assistant, americas dj, sócrates, mr papaconstantinou, assistant news, produced wall, events rattled, points 1100",4166,2001-04,2013-08,76,119
156,"mr hewlett, baskins, hp compaq, walter hewlett, mr delia, keyworth, hewlett said, hewlett son, pretexting, packard families, 11i, revocable trust, mr sonsini, mr hunsaker, joint proxy",420,2001-04,2006-10,12,13
157,"mr schacht, ms hopkins, schacht, nexans, mr tchuruk, tchuruk, lucent shareholders, alcatel shareholders, flowback, acquisition lucent, agere, mr colaninno, 360networks, buying lucent, lucent board",19,2001-05,2001-05,1,1
158,"gecas, ge honeywell, merger task, engines honeywell, honeywell ge, honeywell deal, ge offered, capital aviation, deal honeywell, nalebuff, ge engines, bid honeywell, acquire honeywell, mr monti, commission ge",37,2001-06,2001-06,1,1
159,"agbank, ncds, wmps, felda, felda global, nan shan, dipendra, huishan, hui xian, mapletree, hrh, pboc, resourcehouse, huaneng renewables, mapletree commercial",4741,2001-06,2021-01,119,129
160,"prasugrel, whi, acomplia, philidor, bidil, nsaids, resveratrol, arcoxia, prexige, reicin, pml, blood substitute, menopause hormones, took vioxx, tysabri",7943,2001-06,2016-04,95,113
161,"genoa, black block, mr scajola, gsf, social forum, scajola, ibarretxe, ulivo, seattle 1999, hih, genoese, antiglobalization movement, antiglobalization, kananaskis, zerzan",24,2001-07,2001-07,1,1
162,"morcellation, good column, mr federer, morcellator, morcellators, mr gonçalves, artest, column got, matteoli, castella, mr zidane, mr mcenroe, stoudemire, basal, pcos",668,2001-08,2019-06,29,29
163,"lorax, livewire, mr lutnick, mr lhota, defortuna, feil, mr feil, hgi, ms thornton, ms dale, asplund, lutnick, tower hit, ms bergquist, mr lemelson",739,2001-09,2014-05,10,12
164,"aereo, gaspin, mr freston, mr dauman, chandlers, stereotype threat, mr dolgen, mr leno, dolgen, freston, dauman, mr fitzsimons, mr mottola, dtv, mr gaspin",1256,2001-09,2013-05,36,38
165,"mr atta, shehhi, al shehhi, al fawwaz, jarrah, mr pearl, mr trabelsi, trabelsi, fawwaz, al arian, midhar, al midhar, suspected hijackers, atta, mr saeed",74,2001-09,2002-02,3,3
166,"judge kavanaugh, dr ford, judge gorsuch, kavanaugh nomination, progressive indexing, mr gorsuch, blasey, blasey ford, christine blasey, mr kavanaugh, judge garland, oath keepers, nominee brett, kavanaugh, kavanaugh confirmation",2530,2001-09,2021-12,61,71
167,"lightsquared, twe, clearwire, mr ergen, lte, mr matlin, metropcs, embarq, mr niel, lte network, mr colburn, genachowski, mr rukeyser, g1, proview",2924,2001-09,2017-11,75,80
168,"naked short, 799 financial, selling ban, short ratio, ban short, uptick rule, naked shorting, banned short, 50 hedge, short selling, sale ban, disclose short, shorting financial, nyse short, easier spread",115,2001-09,2008-10,4,5
169,"attacks london, london attacks, airways bab, volumes lse, fishkind, 7438, mr resler, shaking events, confidence shaking, ipix, madrid march, garthwaite, generated trading, bombings london, abadie",35,2001-09,2005-07,2,2
170,"ms kaur, mr pachauri, advanced cell, reproductive cloning, phil jones, ipcc, clonaid, dr venter, climatic research, dignitas, therapeutic cloning, pachauri, climategate, bio rad, thimerosal",1327,2001-11,2013-02,34,38
171,"uyghurs, mr lighthizer, ms tai, lighthizer, hypersonic missile, indo pacific, mr blinken, uyghur, mr kishida, laschet, blinken, trump xi, hypersonic, robert lighthizer, jinhua",2069,2001-12,2021-12,46,47
172,"enron argentina, harken, harken energy, washington enron, mr lay, sure excluded, poor sure, lay called, source review, excluded rate, help enron, integrated producers, excellent pretty, cheney task, rogich",106,2002-01,2002-07,2,2
173,"continues chairman, continue responsibilities, continues chief, officer provider, joins firm, brings board, continue director, reduces board, immediately position, named partner, named additional, succeeds founder, board stands, succeeds michael, joins company",1575,2002-01,2011-12,44,47
174,"westpoint, mr rogel, willamette, rogel, willamette board, mr galli, mr correll, georgia pacific, weyerhaeuser, correll, galli, gruntal, willamette industries, wilde analyst, pacific building",18,2002-01,2002-01,1,1
175,"mr kurer, tyco capital, kurer, eop, mr ospel, 108 135, travelcenters, mr kindle, mr rohner, ikb, advo, playboy interview, valassis, ospel, aigrain",992,2002-01,2012-03,29,31
176,"pixi, mr olofson, droid, scdma, td scdma, evo 4g, olofson, iad, mr genachowski, seec, genachowski, terrestar, sendo, ipcs, html5",2582,2002-02,2013-01,50,59
177,"mr arison, mr fain, intimate brands, princess shareholders, arison, fain, merger royal, pury, mr pury, rum brand, arison carnival, captain morgan, fain royal, share intimate, malibu rum",17,2002-02,2002-02,1,1
178,"mr sidgmore, sidgmore, mr minkow, mr edmondson, altran, mr ebbers, minkow, sidgmore said, 2002 worldcom, ebbers, john sidgmore, said worldcom, worldcom bonds, worldcom stock, brad burns",189,2002-02,2003-08,6,6
179,"ms temple, andersen partners, mr hardin, mr scrushy, judge bowdre, mr kopper, mr tesler, nancy temple, scrushy lawyers, scrushy, bowdre, mr royer, mr ebbers, andersen worldwide, case andersen",1336,2002-03,2008-07,21,25
180,"mr moïse, moïse, mr thaksin, gambari, lampang, sondhi, zarganar, maazel, gen sondhi, irrawaddy delta, mentawai, padang, artibonite, nargis, irrawaddy",465,2002-03,2021-07,18,19
181,"cheonan, occupy central, kaesong, scholarism, mong kok, tohti, mr tung, defense zone, adiz, federation students, yeonpyeong, mr ai, carrie lam, dr tedros, jong eun",3483,2002-03,2021-06,89,106
182,"gold struggles, compete yield, ton tin, ton lead, ounce platinum, klopfenstein, yield bearing, weigh gold, ounce palladium, pays holders, ira epstein, london spot, spot palladium, kitco metals, metals silver",4555,2002-04,2020-07,135,157
183,"mr baquet, matsuzaka, baquet, borowsky, esop, burkle broad, chandlers, elmasry, tribune stock, mr elmasry, wetlaufer, pcm, mr panic, pujols, ridder shares",167,2002-04,2007-04,7,7
184,"speedway motorsports, american golf, dogtown, international speedway, augusta national, carnival royal, motorsports, national golf, rawlings, speedway, south beach, skateboarders, baseball gloves, golf related, mr hawk",16,2002-04,2002-04,1,1
185,"judge sweet, mr malkin, mr plummer, asbestos reserves, lead paint, untereiner, mr specter, billion asbestos, presence lead, payroll health, mr heyman, combustion engineering, mrs helmsley, exposure asbestos, insurers asbestos",65,2002-04,2006-02,4,4
186,"trip trading, trip trades, mr belden, daukoru, edmund daukoru, marketwatch reports, southern delta, subscription required, energy news, ft reports, kidnapped foreign, mandil, reliant resources, prudhoe, southern nigeria",1879,2002-05,2007-01,43,49
187,"lubitz, flight 370, réunion, flight 8501, search zone, hishammuddin, flight 17, mr smisek, flight 9525, 8501, smisek, underwater search, missing flight, germanwings, java sea",2137,2002-05,2015-08,46,50
188,"mr fortuyn, ukip, fortuyn, samsom, clacton, mr farage, mr miliband, mr juncker, ms sturgeon, lib dems, farage, fortuyn party, fortuyn list, snp, mr rutte",320,2002-05,2020-12,11,11
189,"taxable nongovernment, nongovernment funds, mr goldschmid, taxable government, mr pitt, estimated inflows, dexion, herdman, goldschmid, wace, red kite, zwirn, absolute capital, mcpheeters, jabre",2426,2002-05,2016-11,65,71
190,"dr waksal, cryolife, waksal, mr bacanovic, bacanovic, mr faneuil, harlan waksal, mr waksal, samuel waksal, imclone stock, imclone, stewart broker, faneuil, digene, cel",43,2002-06,2002-06,1,1
191,"colgan, trent 900, flight 3407, commuter airlines, randy babbitt, bird strikes, q400, colgan air, babbitt said, commuter airline, 900 engines, mr babbitt, commuter pilots, pitot, ms hersman",793,2002-07,2016-02,25,27
192,"vicuña, mr groom, mr slatkin, mr arenas, neopets, mcbee, perse, chablis, starbev, loro piana, mr freda, galderma, facchinetti, mr polet, slatkin",1965,2002-07,2014-12,57,59
193,"prepa, eisentrager, judge luttig, rosselló, storm harvey, custer battles, rosselló said, addicks, harvey landfall, gen hayden, olc, gov rosselló, brown convention, hurricane irma, neonics",976,2002-07,2017-11,29,31
194,"expensing options, mr scoble, options expensed, scoble, expense options, expensing stock, mr ballmer, options expense, microsoft options, mr conn, mr connors, expensing, start expensing, begin expensing, connors says",100,2002-07,2004-07,4,4
195,"kendo, grape nuts, hair cells, chabon, prompters, predestination, ms mellon, dojo, mr mclemore, trolli, borel, stirrups, mr kubo, artest, mr gunderson",411,2002-08,2009-12,9,9
196,"ypg, manbij, ghouta, saipov, afrin, hasakah, deir ezzour, ezzour, mr riduan, mistura, mr mistura, eastern ghouta, zarrab, houthis, mr abadi",3510,2002-08,2019-12,69,81
197,"eligible banks, fed repo, cash collateralized, noreika, repo operations, interventions treasury, kocherlakota, mr kocherlakota, otting, repo operation, sofr, mr otting, effectively short, offered fed, loan central",2986,2002-08,2020-03,94,106
198,"vindman, uhlig, mr lamm, mr loury, mr esper, mr walrond, walrond, cooling towers, lilburn, march capitol, esper, loury, capitol police, legionnaires disease, events charlottesville",513,2002-09,2021-01,11,13
199,"eephillips_wsj follow, eephillips_wsj, brianjbaskin, team brianjbaskin, paulpage follow, follow paulpage, entire wsj, follow entire, subscribe email, wsj logistics, logistics report, page deputy, american shipper, wsj costas, click subscribe",1703,2002-10,2021-12,48,53
200,"allows wealth, column allows, advisory community, voices occasional, issues advisory, reached 212, managers address, mr weschler, spousal benefit, adviser page, visit wealth, file suspend, occasional column, 2056, decanting",2076,2002-10,2016-05,58,62
201,"index nonfinancial, flitter, nonfinancial stocks, nasdaq reporting, shares advancers, shares decliners, stanley high, nasdaq despite, tech index, volume nasdaq, outpaced advancers, advancers outpaced, nasdaq posting, nasdaq quarter, decliners outpaced",1531,2002-10,2008-03,45,50
202,"receive routinely, receive select, select week, mail consult, routinely answer, mr imus, sobig, mydoom, consult individual, problems purchasing, individual questions, previous spam, answer column, plaxo, mr wyler",4335,2002-12,2021-03,83,92
203,"jammal, purpose attack, attack surveillance, purchased shelf, farook, mr farook, nsl, wilson wife, ms plame, usis, mr felt, adm rogers, mr libby, asiasat, kyle sampson",1497,2003-01,2021-01,51,52
204,"bid safeway, sainsbury asda, safeway plc, morrison bid, mr lapthorne, sainsbury wal, asda, william morrison, mart asda, lapthorne, sainsbury, safeway shareholders, safeway, said safeway, morrison supermarkets",20,2003-01,2003-01,1,1
205,"amantadine, dr butler, mr lobb, tamiflu, infected poultry, h5n1, north general, h5n1 virus, vaxgen, human pandemic, rinderpest, fuzeon, deadly h5n1, mr listwin, dr sinclair",558,2003-02,2019-10,17,17
206,"tianqi, bytedance, tiktok, tiktok operations, sqm, hikvision, tiktok said, huawei equipment, huawei gear, gehman, amsc, 5g, components huawei, ralls, mr pichai",530,2003-02,2020-09,20,20
207,"sgt bergdahl, bergdahl, reserve center, weahkee, adm weahkee, ms druyun, graner, ms miner, druyun, mr bergdahl, khatallah, bergdahl release, ms verma, sgt bowe, barghouti",695,2003-02,2019-12,16,18
208,"messrs esrey, esrey lemay, esrey, mr esrey, sprint executives, lemay, sprint stock, mr lemay, ronald lemay, jacoboni, used sprint, william esrey, forsee, mr forsee, sprint case",15,2003-02,2003-02,1,1
209,"peirano, foodservice, promotional allowances, der hoeven, supplier rebates, vendor rebates, pya, pya monarch, meurs, nash finch, ruiter, ahold, foodservice unit, cees van, irregularities foodservice",32,2003-02,2003-03,2,2
210,"bond requirement, tobacco bonds, bonding requirement, mr camilleri, nicholas byron, appeal bond, fielding said, light cigarettes, ordered philip, morris usa, camilleri, bond order, 1998 tobacco, rating altria, ordered bond",26,2003-04,2003-04,1,1
211,"google cn, green dam, htin kyaw, htin, lulzsec, stop censoring, spratlys, peoplesoft customers, unclos, adm harris, peoplesoft edwards, peoplesoft products, mr thae, jinhui, peoplesoft board",1278,2003-06,2016-12,41,43
212,"mr wasendorf, mr martoma, wasendorf, mr tourre, martoma, dr gilman, mr giddens, rengan, mr rajaratnam, giddens, dr mcguire, mr horvath, tourre, rengan rajaratnam, artajo",3874,2003-06,2020-02,74,82
213,"kobani, qusayr, houthis, mr mousavi, mr hadi, ypg, mr abadi, aqap, nusra, peshmerga, mr aristide, druse, mosul dam, abedi, mousavi",3481,2003-07,2020-06,80,99
214,"ms kagan, mayoral control, thompkins, mr blasio, blasio aides, mr blagojevich, rental payment, mr percoco, mr heastie, mr mone, chief neill, heastie, blasio administration, percoco, viverito",1639,2003-08,2021-08,46,54
215,"aduhelm, covax, remdesivir, employees vaccinated, hydroxychloroquine, walensky, hopkins data, mrna, mrna vaccines, biontech, fully vaccinated, pfizer biontech, sinovac, convalescent plasma, biontech vaccine",2711,2003-08,2021-12,41,59
216,"mr rajaratnam, chiesi, mr tourre, pemgroup, mr merkin, tourre, mr aleynikov, mr dipascali, aleynikov, dipascali, rajaratnam lawyers, mr picard, longueuil, rajaratnam, expert network",5870,2003-09,2021-12,101,127
217,"ilike, brightcove, posted periodically, select week, receive routinely, receive select, chacha, unreliable personal, computers everybody, confusing unpredictable, item confusing, windows mac, shipmatrix, routinely answer, bit readability",2053,2003-09,2021-05,56,59
218,"gst tax, romneys, fbar, amt, buffett rule, amt relief, office deduction, generation skipping, wyly family, itemized deductions, grat, stives, medicare surtax, mr stives, wylys",664,2003-10,2014-06,25,26
219,"mr buttiglione, transdniester, klebnikov, buttiglione, sibiu, mr gaymard, mr barroso, hawe, eu superpower, gotovina, mr klebnikov, gaymard, rejection constitution, ebadi, medgyessy",769,2003-10,2008-03,22,22
220,"lord black, hollinger international, mr esser, hollinger, ravelston, schulte hillen, hollinger board, mr radler, radler, payments lord, executives hollinger, black controls, hillen, controls hollinger, unauthorized payments",45,2003-11,2004-01,2,2
221,"hp enterprise, opteron, weisler, pleo, xps, icapital, issi, robinhood, dual core, ftx, itanium, memx, mr kurian, spac, mr nadella",2909,2003-12,2021-08,83,86
222,"verified stories, does vouch, wires web, crore, stories does, indian newspapers, source reuters, roundup news, ril, source indian, financial express, journal verified, 000 crore, maytas, source times",1182,2004-01,2011-11,33,37
223,"stock cnx, rupees gainers, cnx nifty, sensex trade, total traded, volume bse, rupees reliance, jones technical, rupees icici, lavasa, rupees tata, rupees hdfc, nifty rose, producer sterlite, choksey",2657,2004-02,2015-10,58,77
224,"mr puigdemont, puigdemont, 2015 spain, mr seehofer, independent catalonia, seehofer, yarkas, mr rajoy, maassen, carles puigdemont, journal comparison, mr zapatero, catalan leaders, mr aznar, source eurostat",240,2004-03,2018-09,8,8
225,"mr surkov, yugansk, mr navalny, ms tymoshenko, mr yanukovych, mr bakiyev, slovyansk, bakiyev, surkov, mr khodorkovsky, mr berezovsky, otunbayeva, tatars, tymoshenko, navalny",4217,2004-04,2021-07,110,137
226,"cadbury shareholders, kraft cadbury, cadbury shares, offer cadbury, kraft offer, stitzer, mr stitzer, bid cadbury, cadbury share, kraft bid, 745 pence, vegemite, cadbury hershey, hershey trust, new kraft",223,2004-04,2010-01,8,8
227,"custer battles, mr karzai, gen allen, iraqi children, saddamists, mccary, governorates, ms broadwell, mr petraeus, sciri, kabul bank, iraqi alliance, mr jaafari, mr self, pattiz",3618,2004-06,2016-07,71,80
228,"microcephaly, dr spencer, ms vinson, ebola patients, zmapp, diagnosed ebola, hickox, brantly, cases zika, jallah, zika, ebola patient, wynwood, infected zika, aegypti",721,2004-07,2016-09,15,20
